1, 13.592433, 12.220855, 8.416754, 75.921057, 21.635259, 40.000000
2, 15.775386, 13.586879, 8.725890, 63.813564, 19.718734, 41.530426
3, 3.649369, 1.904802, 0.000000, 197.210213, 19.045471, 52.730748
4, 17.264362, 13.700638, 8.733333, 143.636181, 17.621141, 34.679910
5, 12.705183, 9.485389, 1.747626, 82.636672, 12.209535, 69.375881
6, 7.573969, 1.463106, -6.541057, 19.726047, 9.215187, 14.247813
7, 11.749524, 4.177473, -2.937162, 146.911825, 2.796695, 32.957477
8, 9.847899, 8.203223, -0.000000, 127.461258, 14.401656, 71.214749
9, 18.143625, 14.362603, 8.733333, 14.768375, 19.007228, 29.256709
10, 19.790224, 14.473328, 8.733333, 24.101633, 6.041166, 13.222719
11, 7.146955, 2.364196, -7.870026, 196.319242, 18.483607, 48.051482
12, 20.400683, 14.558892, 8.733333, 99.359884, 1.556615, 36.227601
13, 14.923734, 14.357504, 8.646395, 4.482731, 8.333426, 13.250598
14, 13.078349, 7.280635, 2.430914, 10.766310, 5.899728, 34.472151
15, 12.038134, 12.004207, 8.562789, 28.174760, 3.364266, 13.277546
16, 6.513521, 2.128295, -8.669496, 178.694862, 13.881991, 66.628237
17, 6.346804, 6.326419, -0.000000, 93.164015, 6.960246, 65.418196
18, 15.299407, 13.736033, 8.690040, 112.171348, 21.100461, 31.158291
19, 13.324605, 11.883110, 6.422720, 98.891269, 10.970828, 44.114793
20, 16.431805, 14.392386, 8.733333, 13.557098, 16.249387, 39.142867
21, 11.963478, 9.836110, -0.000000, 179.529308, 0.280625, 40.000000
22, 3.511682, 0.535675, 0.000000, 57.713062, 13.317770, 74.657405
23, 18.284453, 12.736940, 8.733333, 53.809363, 12.681929, 50.488012
24, 21.209443, 14.009899, 8.733333, 118.838835, 17.762334, 45.614199
25, 21.283531, 10.181027, 4.982862, 95.175805, 14.409297, 65.352296
26, 13.718155, 11.366102, 5.854899, 73.662208, 19.321025, 50.660806
27, 16.385426, 11.146987, 8.700974, 131.122218, 19.852204, 24.094742
28, 11.943424, 5.883405, -0.000000, 187.640081, 3.349123, 40.000000
29, 16.205436, 9.832168, 4.748462, 124.085037, 4.236762, 36.083297
30, 7.714857, 2.567800, -6.274239, 56.568018, 17.401464, 50.453458
31, 11.370600, 10.590691, 3.704673, 41.036250, 1.335512, 39.622877
32, 9.868345, 0.477493, -4.828968, 87.826816, 8.576198, 47.536209
33, 7.256453, 4.153845, -3.984177, 5.450044, 6.599249, 28.900537
34, 1.248846, 0.692571, 0.000000, 175.236867, 16.151958, 67.097493
35, 21.068955, 1.456977, -4.333333, 122.018449, 2.292604, 39.224048
36, 16.506320, 12.351867, 8.733333, 40.718476, 17.436661, 41.969857
37, 21.554942, 10.422429, 5.728301, 103.983365, 17.220037, 52.101880
38, 17.903192, 4.756492, 3.509007, 10.764860, 11.712749, 44.273838
